positional_row_id,source_row_uid,raw_id,label
151866,UNSW_NB15_training-set.csv#id=164755,164755,1
157280,UNSW_NB15_training-set.csv#id=170203,170203,1
51450,UNSW_NB15_training-set.csv#id=061344,61344,1
122335,UNSW_NB15_training-set.csv#id=135059,135059,1
134876,UNSW_NB15_training-set.csv#id=147709,147709,1
102927,UNSW_NB15_training-set.csv#id=115429,115429,1
75183,UNSW_NB15_training-set.csv#id=086096,86096,1
92724,UNSW_NB15_training-set.csv#id=104457,104457,1
52771,UNSW_NB15_training-set.csv#id=062694,62694,0
157195,UNSW_NB15_training-set.csv#id=170117,170117,1
24875,UNSW_NB15_training-set.csv#id=031085,31085,0
137827,UNSW_NB15_training-set.csv#id=150676,150676,1
38806,UNSW_NB15_training-set.csv#id=048610,48610,1
75751,UNSW_NB15_training-set.csv#id=086711,86711,1
107116,UNSW_NB15_training-set.csv#id=119696,119696,1
109890,UNSW_NB15_training-set.csv#id=122506,122506,1
134680,UNSW_NB15_training-set.csv#id=147512,147512,1
143776,UNSW_NB15_training-set.csv#id=156647,156647,1
66565,UNSW_NB15_training-set.csv#id=077139,77139,1
98407,UNSW_NB15_training-set.csv#id=110577,110577,1
60000,UNSW_NB15_training-set.csv#id=070192,70192,1
19774,UNSW_NB15_training-set.csv#id=024769,24769,0
81037,UNSW_NB15_training-set.csv#id=092308,92308,1
159238,UNSW_NB15_training-set.csv#id=172173,172173,1
72492,UNSW_NB15_training-set.csv#id=083256,83256,1
46153,UNSW_NB15_training-set.csv#id=056022,56022,1
112690,UNSW_NB15_training-set.csv#id=125343,125343,1
4035,UNSW_NB15_training-set.csv#id=005053,5053,0
81270,UNSW_NB15_training-set.csv#id=092548,92548,1
22648,UNSW_NB15_training-set.csv#id=028330,28330,0
66541,UNSW_NB15_training-set.csv#id=077110,77110,1
90010,UNSW_NB15_training-set.csv#id=101580,101580,1
67693,UNSW_NB15_training-set.csv#id=078305,78305,1
69161,UNSW_NB15_training-set.csv#id=079790,79790,1
20089,UNSW_NB15_training-set.csv#id=025153,25153,0
48131,UNSW_NB15_training-set.csv#id=058004,58004,1
121465,UNSW_NB15_training-set.csv#id=134181,134181,1
71548,UNSW_NB15_training-set.csv#id=082256,82256,1
21395,UNSW_NB15_training-set.csv#id=026791,26791,0
72845,UNSW_NB15_training-set.csv#id=083614,83614,1
102009,UNSW_NB15_training-set.csv#id=114436,114436,1
128799,UNSW_NB15_training-set.csv#id=141592,141592,1
135966,UNSW_NB15_training-set.csv#id=148808,148808,1
58933,UNSW_NB15_training-set.csv#id=069080,69080,1
32384,UNSW_NB15_training-set.csv#id=040501,40501,0
85240,UNSW_NB15_training-set.csv#id=096658,96658,1
154690,UNSW_NB15_training-set.csv#id=167601,167601,1
19282,UNSW_NB15_training-set.csv#id=024152,24152,0
157106,UNSW_NB15_training-set.csv#id=170027,170027,1
151490,UNSW_NB15_training-set.csv#id=164375,164375,1
147278,UNSW_NB15_training-set.csv#id=160155,160155,1
97937,UNSW_NB15_training-set.csv#id=110077,110077,1
112925,UNSW_NB15_training-set.csv#id=125579,125579,1
116166,UNSW_NB15_training-set.csv#id=128856,128856,1
78215,UNSW_NB15_training-set.csv#id=089348,89348,1
110623,UNSW_NB15_training-set.csv#id=123247,123247,1
3505,UNSW_NB15_training-set.csv#id=004407,4407,0
120392,UNSW_NB15_training-set.csv#id=133106,133106,1
74631,UNSW_NB15_training-set.csv#id=085519,85519,1
7286,UNSW_NB15_training-set.csv#id=009162,9162,0
141933,UNSW_NB15_training-set.csv#id=154799,154799,1
84584,UNSW_NB15_training-set.csv#id=095980,95980,1
155898,UNSW_NB15_training-set.csv#id=168815,168815,1
83097,UNSW_NB15_training-set.csv#id=094459,94459,1
29092,UNSW_NB15_training-set.csv#id=036368,36368,0
53486,UNSW_NB15_training-set.csv#id=063426,63426,1
99317,UNSW_NB15_training-set.csv#id=111575,111575,1
2915,UNSW_NB15_training-set.csv#id=003663,3663,0
48479,UNSW_NB15_training-set.csv#id=058353,58353,1
161425,UNSW_NB15_training-set.csv#id=174372,174372,1
76326,UNSW_NB15_training-set.csv#id=087311,87311,1
101708,UNSW_NB15_training-set.csv#id=114122,114122,1
10333,UNSW_NB15_training-set.csv#id=012961,12961,0
50932,UNSW_NB15_training-set.csv#id=060823,60823,1
47798,UNSW_NB15_training-set.csv#id=057668,57668,1
79582,UNSW_NB15_training-set.csv#id=090793,90793,1
2896,UNSW_NB15_training-set.csv#id=003635,3635,0
138540,UNSW_NB15_training-set.csv#id=151391,151391,1
128668,UNSW_NB15_training-set.csv#id=141458,141458,1
19921,UNSW_NB15_training-set.csv#id=024940,24940,0
125043,UNSW_NB15_training-set.csv#id=137796,137796,1
14449,UNSW_NB15_training-set.csv#id=018099,18099,0
139007,UNSW_NB15_training-set.csv#id=151859,151859,1
150139,UNSW_NB15_training-set.csv#id=163023,163023,1
129088,UNSW_NB15_training-set.csv#id=141882,141882,1
72175,UNSW_NB15_training-set.csv#id=082929,82929,0
10534,UNSW_NB15_training-set.csv#id=013212,13212,0
155918,UNSW_NB15_training-set.csv#id=168835,168835,1
81038,UNSW_NB15_training-set.csv#id=092309,92309,1
50045,UNSW_NB15_training-set.csv#id=059931,59931,1
20682,UNSW_NB15_training-set.csv#id=025887,25887,0
34770,UNSW_NB15_training-set.csv#id=043479,43479,0
116128,UNSW_NB15_training-set.csv#id=128817,128817,1
53482,UNSW_NB15_training-set.csv#id=063422,63422,1
45332,UNSW_NB15_training-set.csv#id=055198,55198,1
122762,UNSW_NB15_training-set.csv#id=135491,135491,1
70390,UNSW_NB15_training-set.csv#id=081035,81035,1
133147,UNSW_NB15_training-set.csv#id=145976,145976,1
107264,UNSW_NB15_training-set.csv#id=119845,119845,1
39771,UNSW_NB15_training-set.csv#id=049595,49595,1
134022,UNSW_NB15_training-set.csv#id=146854,146854,1
114240,UNSW_NB15_training-set.csv#id=126909,126909,1
116836,UNSW_NB15_training-set.csv#id=129535,129535,1
47197,UNSW_NB15_training-set.csv#id=057066,57066,1
18555,UNSW_NB15_training-set.csv#id=023255,23255,0
70105,UNSW_NB15_training-set.csv#id=080748,80748,1
156878,UNSW_NB15_training-set.csv#id=169797,169797,1
108292,UNSW_NB15_training-set.csv#id=120879,120879,1
13127,UNSW_NB15_training-set.csv#id=016450,16450,0
112905,UNSW_NB15_training-set.csv#id=125559,125559,1
70381,UNSW_NB15_training-set.csv#id=081026,81026,1
14207,UNSW_NB15_training-set.csv#id=017801,17801,0
106965,UNSW_NB15_training-set.csv#id=119545,119545,1
93099,UNSW_NB15_training-set.csv#id=104865,104865,1
54275,UNSW_NB15_training-set.csv#id=064222,64222,1
32618,UNSW_NB15_training-set.csv#id=040804,40804,0
110818,UNSW_NB15_training-set.csv#id=123449,123449,1
77050,UNSW_NB15_training-set.csv#id=088082,88082,1
67420,UNSW_NB15_training-set.csv#id=078025,78025,1
127482,UNSW_NB15_training-set.csv#id=140255,140255,1
148703,UNSW_NB15_training-set.csv#id=161582,161582,1
160851,UNSW_NB15_training-set.csv#id=173797,173797,1
144742,UNSW_NB15_training-set.csv#id=157615,157615,1
153795,UNSW_NB15_training-set.csv#id=166702,166702,1
74147,UNSW_NB15_training-set.csv#id=085001,85001,1
42332,UNSW_NB15_training-set.csv#id=052174,52174,1
43097,UNSW_NB15_training-set.csv#id=052945,52945,1
156696,UNSW_NB15_training-set.csv#id=169615,169615,1
15353,UNSW_NB15_training-set.csv#id=019251,19251,0
28406,UNSW_NB15_training-set.csv#id=035516,35516,0
107610,UNSW_NB15_training-set.csv#id=120192,120192,1
124378,UNSW_NB15_training-set.csv#id=137120,137120,1
17202,UNSW_NB15_training-set.csv#id=021552,21552,0
138658,UNSW_NB15_training-set.csv#id=151509,151509,1
32806,UNSW_NB15_training-set.csv#id=041035,41035,0
81014,UNSW_NB15_training-set.csv#id=092283,92283,0
53776,UNSW_NB15_training-set.csv#id=063721,63721,1
92142,UNSW_NB15_training-set.csv#id=103839,103839,1
5621,UNSW_NB15_training-set.csv#id=007078,7078,0
13914,UNSW_NB15_training-set.csv#id=017438,17438,0
60633,UNSW_NB15_training-set.csv#id=070859,70859,1
1192,UNSW_NB15_training-set.csv#id=001496,1496,0
137210,UNSW_NB15_training-set.csv#id=150055,150055,1
114136,UNSW_NB15_training-set.csv#id=126801,126801,1
108841,UNSW_NB15_training-set.csv#id=121444,121444,1
27662,UNSW_NB15_training-set.csv#id=034593,34593,0
155138,UNSW_NB15_training-set.csv#id=168052,168052,1
154593,UNSW_NB15_training-set.csv#id=167503,167503,1
65159,UNSW_NB15_training-set.csv#id=075650,75650,1
145481,UNSW_NB15_training-set.csv#id=158357,158357,1
119462,UNSW_NB15_training-set.csv#id=132171,132171,1
41528,UNSW_NB15_training-set.csv#id=051363,51363,1
66311,UNSW_NB15_training-set.csv#id=076865,76865,1
125301,UNSW_NB15_training-set.csv#id=138055,138055,1
70056,UNSW_NB15_training-set.csv#id=080698,80698,1
10977,UNSW_NB15_training-set.csv#id=013779,13779,0
15748,UNSW_NB15_training-set.csv#id=019749,19749,0
161013,UNSW_NB15_training-set.csv#id=173959,173959,1
126483,UNSW_NB15_training-set.csv#id=139249,139249,1
66197,UNSW_NB15_training-set.csv#id=076746,76746,1
37274,UNSW_NB15_training-set.csv#id=046593,46593,0
144969,UNSW_NB15_training-set.csv#id=157843,157843,1
124366,UNSW_NB15_training-set.csv#id=137108,137108,1
49601,UNSW_NB15_training-set.csv#id=059485,59485,1
3698,UNSW_NB15_training-set.csv#id=004641,4641,0
150548,UNSW_NB15_training-set.csv#id=163432,163432,1
74856,UNSW_NB15_training-set.csv#id=085747,85747,1
72941,UNSW_NB15_training-set.csv#id=083714,83714,1
62767,UNSW_NB15_training-set.csv#id=073095,73095,1
81206,UNSW_NB15_training-set.csv#id=092483,92483,1
36251,UNSW_NB15_training-set.csv#id=045332,45332,0
97679,UNSW_NB15_training-set.csv#id=109799,109799,0
124686,UNSW_NB15_training-set.csv#id=137437,137437,1
157330,UNSW_NB15_training-set.csv#id=170255,170255,1
138984,UNSW_NB15_training-set.csv#id=151836,151836,1
22735,UNSW_NB15_training-set.csv#id=028436,28436,0
82184,UNSW_NB15_training-set.csv#id=093514,93514,1
91434,UNSW_NB15_training-set.csv#id=103111,103111,1
92088,UNSW_NB15_training-set.csv#id=103780,103780,1
49014,UNSW_NB15_training-set.csv#id=058894,58894,1
136343,UNSW_NB15_training-set.csv#id=149186,149186,1
113421,UNSW_NB15_training-set.csv#id=126082,126082,1
76051,UNSW_NB15_training-set.csv#id=087023,87023,1
70594,UNSW_NB15_training-set.csv#id=081244,81244,1
155448,UNSW_NB15_training-set.csv#id=168363,168363,1
127904,UNSW_NB15_training-set.csv#id=140684,140684,1
19307,UNSW_NB15_training-set.csv#id=024184,24184,0
58645,UNSW_NB15_training-set.csv#id=068788,68788,1
143819,UNSW_NB15_training-set.csv#id=156690,156690,1
98419,UNSW_NB15_training-set.csv#id=110593,110593,0
26137,UNSW_NB15_training-set.csv#id=032695,32695,0
7094,UNSW_NB15_training-set.csv#id=008917,8917,0
123883,UNSW_NB15_training-set.csv#id=136623,136623,1
5178,UNSW_NB15_training-set.csv#id=006508,6508,0
90019,UNSW_NB15_training-set.csv#id=101589,101589,1
76792,UNSW_NB15_training-set.csv#id=087802,87802,0
1608,UNSW_NB15_training-set.csv#id=002013,2013,0
37776,UNSW_NB15_training-set.csv#id=047212,47212,0
152023,UNSW_NB15_training-set.csv#id=164912,164912,1
19127,UNSW_NB15_training-set.csv#id=023968,23968,0
40677,UNSW_NB15_training-set.csv#id=050508,50508,1
12847,UNSW_NB15_training-set.csv#id=016099,16099,0
89803,UNSW_NB15_training-set.csv#id=101366,101366,1
157726,UNSW_NB15_training-set.csv#id=170653,170653,1
95289,UNSW_NB15_training-set.csv#id=107187,107187,1
84448,UNSW_NB15_training-set.csv#id=095843,95843,1
17477,UNSW_NB15_training-set.csv#id=021884,21884,0
84190,UNSW_NB15_training-set.csv#id=095566,95566,1
76189,UNSW_NB15_training-set.csv#id=087169,87169,1
102991,UNSW_NB15_training-set.csv#id=115495,115495,1
29317,UNSW_NB15_training-set.csv#id=036653,36653,0
83562,UNSW_NB15_training-set.csv#id=094928,94928,1
118462,UNSW_NB15_training-set.csv#id=131170,131170,1
126239,UNSW_NB15_training-set.csv#id=139000,139000,1
127422,UNSW_NB15_training-set.csv#id=140194,140194,1
55531,UNSW_NB15_training-set.csv#id=065525,65525,0
54453,UNSW_NB15_training-set.csv#id=064402,64402,1
109042,UNSW_NB15_training-set.csv#id=121652,121652,1
27060,UNSW_NB15_training-set.csv#id=033851,33851,0
105973,UNSW_NB15_training-set.csv#id=118546,118546,1
52056,UNSW_NB15_training-set.csv#id=061958,61958,1
44816,UNSW_NB15_training-set.csv#id=054680,54680,1
123062,UNSW_NB15_training-set.csv#id=135795,135795,1
126055,UNSW_NB15_training-set.csv#id=138813,138813,1
80331,UNSW_NB15_training-set.csv#id=091571,91571,1
20464,UNSW_NB15_training-set.csv#id=025614,25614,0
88318,UNSW_NB15_training-set.csv#id=099792,99792,1
127272,UNSW_NB15_training-set.csv#id=140043,140043,1
4074,UNSW_NB15_training-set.csv#id=005102,5102,0
146325,UNSW_NB15_training-set.csv#id=159202,159202,1
29463,UNSW_NB15_training-set.csv#id=036859,36859,0
99706,UNSW_NB15_training-set.csv#id=112003,112003,1
130980,UNSW_NB15_training-set.csv#id=143792,143792,1
50283,UNSW_NB15_training-set.csv#id=060170,60170,1
13691,UNSW_NB15_training-set.csv#id=017160,17160,0
51206,UNSW_NB15_training-set.csv#id=061099,61099,1
105365,UNSW_NB15_training-set.csv#id=117930,117930,1
56306,UNSW_NB15_training-set.csv#id=066342,66342,1
72313,UNSW_NB15_training-set.csv#id=083074,83074,1
137525,UNSW_NB15_training-set.csv#id=150372,150372,1
126170,UNSW_NB15_training-set.csv#id=138929,138929,1
861,UNSW_NB15_training-set.csv#id=001080,1080,0
145356,UNSW_NB15_training-set.csv#id=158231,158231,1
60173,UNSW_NB15_training-set.csv#id=070377,70377,1
88705,UNSW_NB15_training-set.csv#id=100197,100197,0
138880,UNSW_NB15_training-set.csv#id=151732,151732,1
58987,UNSW_NB15_training-set.csv#id=069134,69134,1
134615,UNSW_NB15_training-set.csv#id=147447,147447,1
133224,UNSW_NB15_training-set.csv#id=146053,146053,1
38700,UNSW_NB15_training-set.csv#id=048501,48501,1
116647,UNSW_NB15_training-set.csv#id=129343,129343,1
14753,UNSW_NB15_training-set.csv#id=018491,18491,0
36796,UNSW_NB15_training-set.csv#id=046012,46012,0
42718,UNSW_NB15_training-set.csv#id=052563,52563,1
94326,UNSW_NB15_training-set.csv#id=106165,106165,1
52003,UNSW_NB15_training-set.csv#id=061905,61905,1
57411,UNSW_NB15_training-set.csv#id=067496,67496,1
144677,UNSW_NB15_training-set.csv#id=157550,157550,1
46503,UNSW_NB15_training-set.csv#id=056372,56372,1
109991,UNSW_NB15_training-set.csv#id=122607,122607,1
3165,UNSW_NB15_training-set.csv#id=003973,3973,0
59369,UNSW_NB15_training-set.csv#id=069521,69521,1
70155,UNSW_NB15_training-set.csv#id=080799,80799,1
157960,UNSW_NB15_training-set.csv#id=170887,170887,1
22785,UNSW_NB15_training-set.csv#id=028500,28500,0
149408,UNSW_NB15_training-set.csv#id=162289,162289,1
119878,UNSW_NB15_training-set.csv#id=132589,132589,1
96912,UNSW_NB15_training-set.csv#id=108952,108952,1
15626,UNSW_NB15_training-set.csv#id=019597,19597,0
150016,UNSW_NB15_training-set.csv#id=162898,162898,1
112858,UNSW_NB15_training-set.csv#id=125512,125512,1
102160,UNSW_NB15_training-set.csv#id=114594,114594,0
13416,UNSW_NB15_training-set.csv#id=016805,16805,0
107745,UNSW_NB15_training-set.csv#id=120329,120329,1
157972,UNSW_NB15_training-set.csv#id=170899,170899,1
24587,UNSW_NB15_training-set.csv#id=030721,30721,0
71188,UNSW_NB15_training-set.csv#id=081867,81867,1
32891,UNSW_NB15_training-set.csv#id=041133,41133,0
48870,UNSW_NB15_training-set.csv#id=058747,58747,1
65858,UNSW_NB15_training-set.csv#id=076386,76386,0
151542,UNSW_NB15_training-set.csv#id=164427,164427,1
67812,UNSW_NB15_training-set.csv#id=078426,78426,1
60764,UNSW_NB15_training-set.csv#id=070994,70994,1
22748,UNSW_NB15_training-set.csv#id=028454,28454,0
2261,UNSW_NB15_training-set.csv#id=002823,2823,0
94703,UNSW_NB15_training-set.csv#id=106558,106558,1
100889,UNSW_NB15_training-set.csv#id=113259,113259,1
26114,UNSW_NB15_training-set.csv#id=032664,32664,0
130601,UNSW_NB15_training-set.csv#id=143406,143406,1
113429,UNSW_NB15_training-set.csv#id=126090,126090,1
29098,UNSW_NB15_training-set.csv#id=036377,36377,0
146662,UNSW_NB15_training-set.csv#id=159539,159539,1
70763,UNSW_NB15_training-set.csv#id=081430,81430,1
127034,UNSW_NB15_training-set.csv#id=139804,139804,1
130527,UNSW_NB15_training-set.csv#id=143332,143332,1
24568,UNSW_NB15_training-set.csv#id=030695,30695,0
66997,UNSW_NB15_training-set.csv#id=077589,77589,1
61757,UNSW_NB15_training-set.csv#id=072052,72052,1
4993,UNSW_NB15_training-set.csv#id=006274,6274,0
12831,UNSW_NB15_training-set.csv#id=016078,16078,0
50598,UNSW_NB15_training-set.csv#id=060487,60487,1
93904,UNSW_NB15_training-set.csv#id=105718,105718,0
90268,UNSW_NB15_training-set.csv#id=101853,101853,1
59380,UNSW_NB15_training-set.csv#id=069532,69532,1
24686,UNSW_NB15_training-set.csv#id=030854,30854,0
67734,UNSW_NB15_training-set.csv#id=078347,78347,1
7268,UNSW_NB15_training-set.csv#id=009141,9141,0
150060,UNSW_NB15_training-set.csv#id=162943,162943,1
70424,UNSW_NB15_training-set.csv#id=081070,81070,1
46706,UNSW_NB15_training-set.csv#id=056575,56575,1
50363,UNSW_NB15_training-set.csv#id=060250,60250,1
160487,UNSW_NB15_training-set.csv#id=173432,173432,1
9447,UNSW_NB15_training-set.csv#id=011850,11850,0
88046,UNSW_NB15_training-set.csv#id=099514,99514,1
152035,UNSW_NB15_training-set.csv#id=164924,164924,1
150453,UNSW_NB15_training-set.csv#id=163337,163337,1
131123,UNSW_NB15_training-set.csv#id=143935,143935,1
42590,UNSW_NB15_training-set.csv#id=052434,52434,1
80249,UNSW_NB15_training-set.csv#id=091486,91486,1
123947,UNSW_NB15_training-set.csv#id=136689,136689,1
68046,UNSW_NB15_training-set.csv#id=078663,78663,1
6069,UNSW_NB15_training-set.csv#id=007644,7644,0
121577,UNSW_NB15_training-set.csv#id=134293,134293,1
88394,UNSW_NB15_training-set.csv#id=099868,99868,1
108027,UNSW_NB15_training-set.csv#id=120613,120613,1
13698,UNSW_NB15_training-set.csv#id=017172,17172,0
16767,UNSW_NB15_training-set.csv#id=021027,21027,0
30520,UNSW_NB15_training-set.csv#id=038175,38175,0
39558,UNSW_NB15_training-set.csv#id=049378,49378,1
79891,UNSW_NB15_training-set.csv#id=091118,91118,1
158189,UNSW_NB15_training-set.csv#id=171116,171116,1
91605,UNSW_NB15_training-set.csv#id=103285,103285,1
45524,UNSW_NB15_training-set.csv#id=055391,55391,1
110559,UNSW_NB15_training-set.csv#id=123183,123183,1
125270,UNSW_NB15_training-set.csv#id=138023,138023,1
22916,UNSW_NB15_training-set.csv#id=028669,28669,0
160843,UNSW_NB15_training-set.csv#id=173789,173789,1
146913,UNSW_NB15_training-set.csv#id=159790,159790,1
26756,UNSW_NB15_training-set.csv#id=033482,33482,0
46753,UNSW_NB15_training-set.csv#id=056622,56622,1
39104,UNSW_NB15_training-set.csv#id=048918,48918,1
54176,UNSW_NB15_training-set.csv#id=064121,64121,1
129386,UNSW_NB15_training-set.csv#id=142185,142185,1
10998,UNSW_NB15_training-set.csv#id=013804,13804,0
26706,UNSW_NB15_training-set.csv#id=033420,33420,0
102288,UNSW_NB15_training-set.csv#id=114741,114741,1
113441,UNSW_NB15_training-set.csv#id=126103,126103,1
121183,UNSW_NB15_training-set.csv#id=133899,133899,1
73889,UNSW_NB15_training-set.csv#id=084723,84723,1
59593,UNSW_NB15_training-set.csv#id=069754,69754,0
81839,UNSW_NB15_training-set.csv#id=093167,93167,1
71053,UNSW_NB15_training-set.csv#id=081727,81727,1
60038,UNSW_NB15_training-set.csv#id=070236,70236,1
71224,UNSW_NB15_training-set.csv#id=081905,81905,1
145967,UNSW_NB15_training-set.csv#id=158844,158844,1
151652,UNSW_NB15_training-set.csv#id=164538,164538,1
122820,UNSW_NB15_training-set.csv#id=135550,135550,1
126938,UNSW_NB15_training-set.csv#id=139708,139708,1
107707,UNSW_NB15_training-set.csv#id=120291,120291,1
103151,UNSW_NB15_training-set.csv#id=115665,115665,0
130392,UNSW_NB15_training-set.csv#id=143194,143194,1
21463,UNSW_NB15_training-set.csv#id=026874,26874,0
24061,UNSW_NB15_training-set.csv#id=030078,30078,0
44133,UNSW_NB15_training-set.csv#id=053991,53991,1
72924,UNSW_NB15_training-set.csv#id=083696,83696,1
107541,UNSW_NB15_training-set.csv#id=120122,120122,1
15329,UNSW_NB15_training-set.csv#id=019216,19216,0
86502,UNSW_NB15_training-set.csv#id=097941,97941,1
134875,UNSW_NB15_training-set.csv#id=147708,147708,1
17192,UNSW_NB15_training-set.csv#id=021542,21542,0
47069,UNSW_NB15_training-set.csv#id=056938,56938,1
64540,UNSW_NB15_training-set.csv#id=074967,74967,0
44811,UNSW_NB15_training-set.csv#id=054675,54675,1
107365,UNSW_NB15_training-set.csv#id=119946,119946,1
116215,UNSW_NB15_training-set.csv#id=128905,128905,1
144537,UNSW_NB15_training-set.csv#id=157410,157410,1
89866,UNSW_NB15_training-set.csv#id=101433,101433,1
122978,UNSW_NB15_training-set.csv#id=135709,135709,1
56249,UNSW_NB15_training-set.csv#id=066279,66279,1
155556,UNSW_NB15_training-set.csv#id=168471,168471,1
126551,UNSW_NB15_training-set.csv#id=139317,139317,1
61662,UNSW_NB15_training-set.csv#id=071947,71947,0
108493,UNSW_NB15_training-set.csv#id=121087,121087,1
134813,UNSW_NB15_training-set.csv#id=147645,147645,1
104255,UNSW_NB15_training-set.csv#id=116805,116805,1
38358,UNSW_NB15_training-set.csv#id=047975,47975,1
15247,UNSW_NB15_training-set.csv#id=019117,19117,0
6747,UNSW_NB15_training-set.csv#id=008481,8481,0
75584,UNSW_NB15_training-set.csv#id=086522,86522,1
116212,UNSW_NB15_training-set.csv#id=128902,128902,1
30688,UNSW_NB15_training-set.csv#id=038386,38386,0
95825,UNSW_NB15_training-set.csv#id=107764,107764,1
140909,UNSW_NB15_training-set.csv#id=153772,153772,1
74981,UNSW_NB15_training-set.csv#id=085880,85880,1
36753,UNSW_NB15_training-set.csv#id=045959,45959,0
78924,UNSW_NB15_training-set.csv#id=090091,90091,1
21274,UNSW_NB15_training-set.csv#id=026634,26634,0
134075,UNSW_NB15_training-set.csv#id=146907,146907,1
12364,UNSW_NB15_training-set.csv#id=015504,15504,0
150574,UNSW_NB15_training-set.csv#id=163458,163458,1
37908,UNSW_NB15_training-set.csv#id=047377,47377,0
45597,UNSW_NB15_training-set.csv#id=055464,55464,1
97273,UNSW_NB15_training-set.csv#id=109360,109360,1
130361,UNSW_NB15_training-set.csv#id=143163,143163,1
128873,UNSW_NB15_training-set.csv#id=141666,141666,1
14593,UNSW_NB15_training-set.csv#id=018294,18294,0
152097,UNSW_NB15_training-set.csv#id=164986,164986,1
